x,y,id,time
0.0,50.0,0.0,0.0
0.95,50.0,0.0,1.0
1.9,50.0,0.0,2.0
2.8499999999999996,50.0,0.0,3.0
3.8,50.0,0.0,4.0
4.75,50.0,0.0,5.0
5.7,50.0,0.0,6.0
6.65,50.0,0.0,7.0
7.6000000000000005,50.0,0.0,8.0
8.55,50.0,0.0,9.0
9.5,50.0,0.0,10.0
10.45,50.0,0.0,11.0
11.399999999999999,50.0,0.0,12.0
12.349999999999998,50.0,0.0,13.0
13.299999999999997,50.0,0.0,14.0
14.249999999999996,50.0,0.0,15.0
15.199999999999996,50.0,0.0,16.0
16.149999999999995,50.0,0.0,17.0
17.099999999999994,50.0,0.0,18.0
18.049999999999994,50.0,0.0,19.0
18.999999999999993,50.0,0.0,20.0
19.949999999999992,50.0,0.0,21.0
20.89999999999999,50.0,0.0,22.0
21.84999999999999,50.0,0.0,23.0
22.79999999999999,50.0,0.0,24.0
23.74999999999999,50.0,0.0,25.0
24.69999999999999,50.0,0.0,26.0
25.649999999999988,50.0,0.0,27.0
26.599999999999987,50.0,0.0,28.0
27.549999999999986,50.0,0.0,29.0
28.499999999999986,50.0,0.0,30.0
29.449999999999985,50.0,0.0,31.0
30.399999999999984,50.0,0.0,32.0
31.349999999999984,50.0,0.0,33.0
32.29999999999998,50.0,0.0,34.0
33.249999999999986,50.0,0.0,35.0
34.19999999999999,50.0,0.0,36.0
35.14999999999999,50.0,0.0,37.0
36.099999999999994,50.0,0.0,38.0
37.05,50.0,0.0,39.0
38.0,50.0,0.0,40.0
38.95,50.0,0.0,41.0
39.900000000000006,50.0,0.0,42.0
40.85000000000001,50.0,0.0,43.0
41.80000000000001,50.0,0.0,44.0
42.750000000000014,50.0,0.0,45.0
43.70000000000002,50.0,0.0,46.0
44.59300000000002,50.057,0.0,47.0
45.432420000000015,50.16758,0.0,48.0
46.22147480000002,50.3285252,0.0,49.0
46.96318631200002,50.536813688,0.0,50.0
47.66039513328002,50.789604866720005,0.0,51.0
48.315771425283216,51.0842285747168,0.0,52.0
48.931825139766225,51.4181748602338,0.0,53.0
49.51091563138025,51.78908436861977,0.0,54.0
50.05526069349744,52.19473930650258,0.0,55.0
50.56694505188759,52.63305494811243,0.0,56.0
51.04792834877434,53.102071651225685,0.0,57.0
51.50005264784788,53.59994735215214,0.0,58.0
51.92504948897701,54.124950511023016,0.0,59.0
52.32454651963839,54.67545348036163,0.0,60.0
52.70007372846008,55.249926271539934,0.0,61.0
53.053069304752476,55.846930695247536,0.0,62.0
53.384885146467326,56.46511485353268,0.0,63.0
53.69679203767929,57.103207962320724,0.0,64.0
53.98998451541853,57.76001548458148,0.0,65.0
54.26558544449342,58.43441455550659,0.0,66.0
54.52465031782381,59.12534968217619,0.0,67.0
54.76817129875438,59.83182870124562,0.0,68.0
54.99708102082912,60.55291897917088,0.0,69.0
55.212256159579375,61.28774384042063,0.0,70.0
55.414520790004616,62.035479209995394,0.0,71.0
55.60464954260434,62.79535045739567,0.0,72.0
55.783370570048085,63.56662942995193,0.0,73.0
55.9513683358452,64.34863166415481,0.0,74.0
56.10928623569449,65.14071376430552,0.0,75.0
56.25772906155282,65.94227093844718,0.0,76.0
56.397265317859656,66.75273468214034,0.0,77.0
56.52842939878808,67.57157060121192,0.0,78.0
56.651723634860794,68.3982763651392,0.0,79.0
56.767620216769146,69.23237978323084,0.0,80.0
56.876563003762996,70.07343699623699,0.0,81.0
56.97896922353722,70.92103077646277,0.0,82.0
57.075231070124985,71.77476892987501,0.0,83.0
57.16571720591749,72.63428279408251,0.0,84.0
57.25077417356244,73.49922582643755,0.0,85.0
57.3307277231487,74.36927227685129,0.0,86.0
57.40588405975978,75.2441159402402,0.0,87.0
57.47653101617419,76.12346898382579,0.0,88.0
57.54293915520374,77.00706084479624,0.0,89.0
